livePlace,totalLoanAmount,creditScore,carRegisterCertHosting,totalLoanNum,rate,financeAmount,houseNum,carTicketHosting,occupation,isDriversLicense,brandModel,due,isGps,totalReturnNum,loanPurpose,toBeReturnAmoun,marryCodition,carSpareKeyHosting,carNum,returnWay,occupationYear,overdueReturnNum,carBuyDate,overdueReturnAmount,gender,age,carEstimatePrice,personalIncome
广东省 佛山,190000.00,163,1,6,20.00,30000.00,1,1,佛山**服装有限公司,1,名爵,30,1,6,0,0.00,1,1,1,0,136391695000,0,1196438400000,0,0,54,40000.0,20000.0
广东省 广州,1610000.00,185,1,7,20.00,230000.00,1,1,广州**皮具有限公司,1,别克,30,1,7,0,0.00,1,1,1,0,212841048000,0,1259596800000,0,0,37,190000.0,50000.0
广东省 佛山,1440000.00,172,0,6,20.00,240000.00,1,1,佛山**贸易有限公司,1,雷克萨斯,30,0,6,0,0.00,1,1,1,0,139242672000,0,1354291200000,0,1,37,400000.0,25000.0
广东省 广州,660000.00,157,0,6,20.00,110000.00,-9,1,广州**服饰有限公司,1,长城哈弗,30,0,6,0,0.00,1,1,1,0,339085961000,0,1385827200000,0,0,34,110000.0,20000.0
广东省 广州,1040000.00,152,1,13,20.00,80000.00,-9,1,广州**建筑公司,1,北京现代,30,1,12,0,81333.33,1,1,1,0,154881338000,0,1291132800000,0,0,41,75000.0,-9
广东省 佛山,870000.00,157,1,5,20.00,160000.00,1,1,佛山**金属贸易有限公司,1,本田-艾力绅,30,1,5,0,0.00,1,1,1,0,89310679000,0,1385827200000,0,0,46,240000.0,70000.0
湖南省 长沙,2070000.00,167,0,4,20.00,520000.00,1,1,长沙**医疗器械公司,1,保时捷卡宴,30,0,3,0,559166.67,0,1,1,0,347020268000,0,1354291200000,0,0,45,580000.0,40000.0
广东省 佛山,970000.00,160,1,12,20.00,90000.00,1,1,佛山**户外用品有限公司,1,蒙迪欧,30,1,11,0,91500.00,1,1,1,0,168172475000,0,1322668800000,0,0,29,100000.0,10000.0
广东省 佛山,440000.00,157,0,3,20.00,140000.00,1,1,佛山**贸易有限公司,1,宝马,30,0,3,0,0.00,0,1,1,0,110471548000,0,1385827200000,0,0,26,270000.0,30000.0
广东省 广州,160000.00,152,0,2,20.00,80000.00,-9,1,广州**商贸有限公司,1,宝马,30,1,2,0,0.00,1,1,1,0,34094035000,0,1385827200000,0,0,26,350000.0,70000.0
广东省 广州,30000.00,157,0,1,20.00,30000.00,-9,1,广州**保险公司,1,马自达,30,0,1,0,0.00,1,1,1,0,21047728000,0,1196438400000,0,0,26,70000.0,20000.0
广东省 中山市,84000.00,157,1,3,22.00,30000.00,1,1,中山市**便利店,1,名爵,90,1,2,0,27450.00,0,1,1,2,41963419000,0,1354291200000,0,0,25,77000.0,5000.0
广东省 佛山,255000.00,162,1,6,20.00,45000.00,1,1,佛山**铁料经营部,1,本田,30,1,5,0,40666.67,1,1,1,0,255026206000,0,1196438400000,0,0,61,50000.0,26000.0
广东省 广州,600000.00,157,1,5,20.00,120000.00,1,1,广州**信息科技公司,1,丰田,30,1,5,0,0.00,1,1,1,0,115813873000,0,1291132800000,0,0,27,140000.0,50000.0
广东省 佛山,625000.00,152,1,6,20.00,100000.00,1,1,佛山**家具有限公司,1,丰田,30,1,6,0,0.00,1,1,1,0,173615661000,0,1291132800000,0,1,39,110000.0,30000.0
广东省 广州,275000.00,157,1,5,20.00,55000.00,1,1,广州***电子科技有限公司,1,北京现代,30,1,5,0,0.00,0,1,1,0,121084552000,0,1322668800000,0,0,23,95000.0,20000.0
广东省 广州,420000.00,157,1,9,20.00,45000.00,-9,1,**汽车玻璃公司,1,长安福特,30,1,8,0,45750.00,1,1,1,0,168259020000,0,1196438400000,0,0,38,70000.0,15000.0
广东省 惠州,360000.00,152,0,2,18.00,180000.00,1,1,惠州市**银行,1,梅赛德斯-奔驰,15,0,2,0,0.00,0,1,1,3,10492698000,0,1385827200000,0,0,21,310000.0,15000.0
广东省 佛山,1090000.00,162,1,10,20.00,130000.00,1,1,佛山**运输有限公司,1,奥迪,30,1,7,0,91500.00,1,1,1,0,144685813000,0,1291132800000,0,1,41,200000.0,90000.0
广东省 佛山,720000.00,157,1,9,20.00,80000.00,1,1,湖南**国有水库,1,本田,30,1,8,0,81333.33,1,1,1,0,152634690000,0,1259596800000,0,0,49,100000.0,100000.0
广东省 佛山,570000.00,162,1,9,20.00,60000.00,-9,1,佛山**贸易有限公司,1,本田,30,1,8,0,55916.67,1,1,1,0,89476449000,0,1385827200000,0,0,29,90000.0,10000.0
湖南省 长沙,60000.00,157,0,1,20.00,60000.00,-9,1,长沙**机电设备安装工程有限公司,1,马自达,30,0,1,0,0.00,0,1,1,0,189268555000,0,1291132800000,0,0,33,75000.0,200000.0
广东省 佛山,265000.00,157,1,5,20.00,40000.00,1,1,佛山**家具有限公司,1,东风悦达起亚,30,1,5,0,0.00,1,1,1,0,178900666000,0,1385827200000,0,1,41,110000.0,20000.0
广东省 佛山,310000.00,160,1,10,20.00,30000.00,1,1,佛山**电子商务公司,1,启辰,30,1,9,0,27958.33,1,1,1,0,86798347000,0,1354291200000,0,0,29,50000.0,11000.0
广东省 佛山,255000.00,152,1,9,20.00,30000.00,1,1,佛山**咨询服务公司,1,大众,30,1,8,0,25416.67,1,1,1,0,131467239000,0,1354291200000,0,0,31,60000.0,10000.0
广东省 广州,335000.00,160,1,11,20.00,25000.00,1,1,广州**拍卖公司,1,长城,30,1,10,0,25416.67,1,1,1,0,260376172000,0,1291132800000,0,0,51,50000.0,18000.0
广东省 广州,470000.00,162,1,3,20.00,150000.00,1,1,广州**物流运输公司,1,丰田,30,1,3,0,0.00,1,1,1,0,315505875000,0,1291132800000,0,0,39,150000.0,35000.0
广东省 佛山,370000.00,152,1,7,20.00,50000.00,1,1,佛山**运输公司,1,丰田,30,1,6,0,50833.33,1,1,1,0,144693143000,0,1354291200000,0,0,1816,90000.0,11000.0
广东省 佛山,335000.00,160,1,10,20.00,35000.00,-9,1,佛山**贸易有限公司,1,大众,30,1,9,0,30500.00,1,1,1,0,44728428000,0,1291132800000,0,0,30,80000.0,20000.0
广东省 中山市,900000.00,192,0,2,18.00,450000.00,1,1,中山**电子有限公司,1,梅赛德斯-奔驰,15,0,2,0,0.00,1,1,1,3,68315707000,0,1354291200000,0,0,43,840000.0,350000.0
广东省 广州,1600000.00,182,0,5,18.00,400000.00,1,1,广州**服饰有限公司,1,奔驰,10,0,5,0,0.00,1,1,1,3,315506166000,0,1354291200000,0,1,47,800000.0,200000.0
广东省 佛山,90000.00,162,1,3,20.00,30000.00,1,1,佛山市**机电厂,1,骊威,60,1,3,0,0.00,1,1,1,2,121109416000,0,1322668800000,0,0,43,45000.0,17000.0
广东省 佛山,150000.00,157,0,1,20.00,150000.00,1,1,佛山**瓷业有限公司,1,思威,30,0,1,0,0.00,1,1,1,0,157746735000,0,1385827200000,0,1,35,170000.0,60000.0
广东省 广州,650000.00,167,1,3,22.00,250000.00,1,1,广州**化妆品厂,1,奥迪,90,1,2,0,203333.33,1,1,1,2,105219021000,0,1354291200000,0,0,31,300000.0,60000.0
广东省 中山市,120000.00,152,0,2,22.00,60000.00,1,1,中山**发型设计室,1,宝马,90,1,2,0,0.00,0,1,1,2,105224381000,0,1385827200000,0,0,23,330000.0,70000.0
广东省 中山市,377000.00,162,1,3,22.00,130000.00,1,1,中山**电动车有限公司,1,雅阁,90,1,2,0,118950.00,1,1,1,2,121429843000,0,1291132800000,0,0,45,118000.0,108000.0
广东省 佛山,500000.00,162,1,5,20.00,100000.00,1,1,佛山**不锈钢有限公司,1,丰田,30,1,5,0,0.00,1,1,1,0,145017168000,0,1259596800000,0,0,23,200000.0,10000.0
广东省 广州,630000.00,152,1,7,20.00,80000.00,-9,1,广州**机电设备公司,1,傲虎,30,1,6,0,71166.67,1,1,1,0,121430075000,0,1259596800000,0,0,36,150000.0,50000.0
广东省 佛山,375000.00,155,1,8,20.00,50000.00,1,1,佛山**五金店,1,丰田,30,1,7,0,40666.67,1,1,1,0,434284568000,0,1228060800000,0,0,54,80000.0,20000.0
广东省 中山市,630960.00,152,1,6,20.00,120000.00,-9,1,中山**灯饰玻璃厂,1,东风日产,30,1,5,0,88938.00,1,1,1,0,252772221000,0,1291132800000,0,0,38,150000.0,50000.0
广东省 佛山,660000.00,152,1,6,20.00,120000.00,1,1,佛山**电器有限公司,1,丰田,30,1,5,0,66083.33,1,1,1,0,208103469000,0,1228060800000,0,0,53,120000.0,10000.0
广东省 中山市,240000.00,152,0,3,20.00,80000.00,-9,1,中山**汽车销售有限公司,1,江铃,30,0,3,0,0.00,1,1,1,0,126541976000,0,1385827200000,0,0,28,90000.0,12000.0
广东省 广州,830000.00,160,1,11,20.00,80000.00,1,1,广州**玻璃工艺厂,1,东风日产,30,1,10,0,61000.00,1,1,1,0,121444447000,0,1322668800000,0,0,38,130000.0,20000.0
广东省 广州,164000.00,157,1,6,20.00,26000.00,1,1,佛山市**酒店,1,起亚,30,1,6,0,0.00,1,1,1,0,102954949000,0,1354291200000,0,0,28,60000.0,7000.0
未填,210000.00,152,1,9,20.00,20000.00,1,1,佛山**汽修公司,1,本田,30,1,8,0,20333.33,0,1,1,0,260721399000,0,1291132800000,0,0,28,50000.0,7000.0
广东省 佛山,520000.00,152,0,4,18.00,130000.00,-9,1,佛山**五金工具经营部,1,宝马,15,0,4,0,0.00,0,1,1,3,31847861000,0,1385827200000,0,0,29,250000.0,50000.0
广东省 佛山,210000.00,152,1,3,20.00,70000.00,1,1,佛山**针织贸易公司,1,马自达,30,1,3,0,0.00,1,1,1,0,281637263000,0,1259596800000,0,0,39,80000.0,50000.0
广东省 佛山,400000.00,157,1,9,20.00,40000.00,-9,1,佛山***针织厂,1,丰田,30,1,8,0,40666.67,1,1,1,0,237141339000,0,1259596800000,0,0,29,100000.0,20000.0
广东省 佛山,300000.00,157,1,7,20.00,40000.00,1,1,佛山**化工加工公司,1,奥迪,30,1,7,0,0.00,3,1,1,0,429035786000,0,1133366400000,0,0,48,80000.0,10000.0
广东省 佛山,270000.00,152,1,9,20.00,30000.00,1,1,佛山**手机维修店,1,起亚,30,1,8,0,30500.00,1,1,1,0,194891835000,0,1322668800000,0,0,32,60000.0,30000.0
广东省 广州,120000.00,157,0,4,20.00,30000.00,-9,1,广州**木制品公司,1,力帆,30,0,4,0,0.00,1,1,1,0,58293492000,0,1385827200000,0,0,39,50000.0,10000.0
广东省 广州,720000.00,162,1,6,20.00,200000.00,1,1,广州**贸易有限公司,1,奥迪,30,1,5,0,81333.33,1,1,1,0,221308300000,0,1228060800000,0,0,49,170000.0,50000.0
广东省 广州,330000.00,155,1,6,20.00,50000.00,-9,1, 广州市**海鲜店,1,大众,30,1,6,0,0.00,0,1,1,0,42460364000,0,1354291200000,0,0,26,75000.0,8000.0
广东省 深圳,1096000.00,160,1,8,20.00,140000.00,1,1,深圳**视听设备公司,1,大众速腾,30,1,7,0,117933.33,1,1,1,0,218644327000,0,1322668800000,0,1,39,110000.0,30000.0
广东省 广州,720000.00,156,1,7,20.00,120000.00,1,1,广州市**银行,1,丰田,30,1,6,0,81333.33,1,1,1,0,205598009000,0,1259596800000,0,1,39,100000.0,27000.0
广东省 佛山,150000.00,157,1,3,20.00,50000.00,1,1,佛山**家电维修公司,1,高尔夫,30,1,3,0,0.00,3,1,1,0,145118265000,0,1291132800000,0,0,39,70000.0,40000.0
广东省 广州,280000.00,150,1,7,20.00,40000.00,1,1,广州**工艺饰品公司,1,福克斯牌,30,1,7,0,0.00,0,1,1,0,45160300000,0,1322668800000,0,0,30,50000.0,30000.0
广东省 佛山,75000.00,157,1,2,20.00,35000.00,-9,1,佛山**红木家具厂,1,吉利美日,30,1,2,0,0.00,1,1,1,0,103048355000,0,1385827200000,0,0,29,45000.0,30000.0
广东省 佛山,770000.00,162,1,7,20.00,110000.00,1,1,佛山**文化传播有限公司,1,宝马,30,1,6,0,111833.33,0,1,1,0,426594686000,0,1164902400000,0,0,36,150000.0,25000.0
广东省 广州,80000.00,157,1,2,20.00,40000.00,1,1,广州**鞋业有限公司,1,荣威,30,1,2,0,0.00,1,1,1,0,45225155000,0,1259596800000,0,0,37,40000.0,15000.0
广东省 广州,430000.00,157,0,2,22.00,280000.00,-9,1,广州**信息科技有限公司,1,奔驰,90,0,1,0,152500.00,0,1,1,2,95178654000,0,1385827200000,0,0,29,320000.0,50000.0
广东省 佛山,806000.00,157,1,10,20.00,90000.00,1,1,佛山**服饰有限公司,1,新甲壳虫,30,1,9,0,0.00,1,1,1,0,292429962000,0,1259596800000,0,1,43,90000.0,20000.0
广东省 广州,760000.00,160,1,10,20.00,60000.00,1,1,广州市**塑料厂,1,丰田,30,1,9,0,61000.00,0,1,1,0,203006031000,0,1291132800000,0,0,47,110000.0,40000.0
湖北省 武汉,120000.00,157,0,4,20.00,30000.00,1,1,武汉市**绗棉厂,1,长城,30,0,4,0,0.00,1,1,1,0,50510329000,0,1354291200000,0,1,32,38000.0,100000.0
广东省 广州,260000.00,157,1,6,20.00,50000.00,-9,1,广州**学院食堂,1,雪佛兰,30,1,5,0,40666.67,1,1,1,0,8440287000,0,1259596800000,0,0,28,50000.0,30000.0
广东省 佛山,150000.00,152,1,6,20.00,30000.00,1,1,佛山市**学校,1,海马,30,1,5,0,15250.00,1,1,1,0,295029157000,0,1322668800000,0,0,53,55000.0,17000.0
广东省 佛山,1980000.00,190,1,4,20.00,490000.00,1,1,佛山**饲料发展有限公司,1,宝马,30,1,4,0,0.00,1,1,1,0,140005860000,0,1322668800000,0,1,25,480000.0,150000.0
湖南省 长沙,900000.00,172,1,2,22.00,450000.00,1,1,长沙**门窗有限公司,1,凯宴,90,1,1,0,465750.00,1,1,1,2,253017171000,0,1291132800000,0,0,41,520000.0,510000.0
广东省 佛山,380000.00,162,1,3,22.00,130000.00,1,1,佛山**焊接科技有限公司,1,思威,90,1,2,0,122000.00,1,1,1,2,27009067000,0,1385827200000,0,0,33,140000.0,15000.0
广东省 广州,700000.00,160,1,7,20.00,100000.00,1,1, 广州**装饰工程有限公司,1,东风日产,30,1,7,0,0.00,3,1,1,0,216311649000,0,1259596800000,0,1,49,90000.0,20000.0
湖南省 长沙,150000.00,157,0,2,20.00,75000.00,-9,1,长沙市**4S店,1,东风日产,30,0,2,0,0.00,0,1,1,0,79540512000,0,1385827200000,0,0,23,85000.0,10000.0
广东省 惠州,155000.00,157,0,3,22.00,55000.00,-9,1,广东**网络科技股份有限公司,1,思域,90,0,2,0,45750.00,1,1,1,2,63642994000,0,1259596800000,0,1,33,76000.0,7800.0
广东省 佛山,855000.00,160,1,9,20.00,95000.00,1,1,佛山**童装公司,1,本田,30,1,9,0,0.00,1,1,1,0,32107087000,0,1291132800000,0,1,33,110000.0,10000.0
湖南省 长沙,150000.00,157,1,3,22.00,50000.00,1,1,长沙**工程公司,1,东风标致,90,1,2,0,50833.33,1,1,1,2,158337587000,0,1385827200000,0,0,40,60000.0,30000.0
广东省 广州,600000.00,157,1,6,20.00,120000.00,1,1,广州**事业单位,1,本田奥德赛,30,1,5,0,0.00,3,1,1,0,518718619000,0,1228060800000,0,0,41,110000.0,20000.0
广东省 佛山,195000.00,162,1,10,20.00,20000.00,1,1,佛山**市场鱼档,1,长安,30,1,8,0,20333.33,1,1,1,0,158344501000,0,1354291200000,0,0,45,55000.0,15000.0
广东省 广州,7100000.00,192,1,8,20.00,800000.00,1,1,广州**皮具有限公司,1,保时捷-帕纳美拉,30,1,8,0,0.00,1,1,1,0,166357798000,0,1322668800000,0,0,28,700000.0,100000.0
广东省 东莞市,680000.00,157,0,5,20.00,170000.00,1,1,东莞**贸易有限公司,1,梅赛德斯-奔驰,30,0,4,0,0.00,1,1,1,0,287332226000,0,1354291200000,0,1,43,280000.0,500000.0
广东省 广州,420000.00,162,1,5,20.00,80000.00,1,1,广州**货运代理有限公司,1,丰田,30,1,5,0,0.00,1,1,1,0,142785115000,0,1196438400000,0,0,33,80000.0,80000.0
广东省 中山市,377400.00,157,1,4,20.00,108000.00,-9,1,中山**电子有限公司,1,宝马,30,1,3,0,76250.00,0,1,1,0,8692208000,0,1291132800000,0,0,29,210000.0,60000.0
广东省 佛山,290000.00,157,1,3,20.00,100000.00,1,1,佛山**建筑工程有限公司,1,本田,30,1,3,0,0.00,1,1,1,0,808155199000,0,1322668800000,0,0,50,130000.0,40000.0
广东省 佛山,280000.00,157,0,8,18.00,35000.00,1,1,**国际航空快件有限公司佛山分公司,1,丰田,15,0,8,0,0.00,1,1,1,3,311178955000,0,1385827200000,0,1,34,65000.0,4500.0
广东省 广州,400000.00,167,0,2,20.00,200000.00,-9,1,广州市**制衣厂,1,奥迪,30,0,2,0,0.00,1,1,1,0,163866552000,0,1385827200000,0,1,30,325000.0,200000.0
广东省 东莞市,170000.00,152,0,1,20.00,170000.00,1,1,东莞**装饰材料有限公司,1,福特探险者,30,0,1,0,0.00,1,1,1,0,63901829000,0,1385827200000,0,0,34,370000.0,80000.0
广东省 佛山,160000.00,157,1,2,20.00,80000.00,-9,1,佛山**针织厂,1,丰田,30,1,2,0,0.00,1,1,1,0,32365918000,0,1291132800000,0,0,34,120000.0,70000.0
广东省 广州,480000.00,162,1,8,20.00,60000.00,-9,1,广州**五金商行,1,东风-骊威,30,1,7,0,61000.00,0,1,1,0,116692386000,0,1322668800000,0,0,22,50000.0,10000.0
广东省 广州,380000.00,160,1,9,20.00,40000.00,1,1,广州**信息科技公司,1,北京现代,30,1,8,0,40666.67,0,1,1,0,177086062000,0,1259596800000,0,0,41,40000.0,30000.0
广东省 广州,180000.00,152,0,4,18.00,45000.00,-9,1,广州**药业股份有限公司,1,本田,15,0,3,0,45337.50,0,1,1,3,119284894000,0,1385827200000,0,0,29,105000.0,20000.0
广东省 广州,4550000.00,167,1,10,20.00,450000.00,1,1,广州**投资有限公司,1,奥迪,30,1,9,0,355833.33,1,1,1,0,340280989000,0,1322668800000,0,0,47,600000.0,150000.0
广东省 广州,2900000.00,177,1,8,20.00,400000.00,1,1,广州**皮鞋公司,1,宝马,30,1,7,0,279583.33,1,1,1,0,190305086000,0,1259596800000,0,0,43,410000.0,200000.0
广东省 佛山,1740000.00,165,1,6,20.00,270000.00,-9,1,佛山**冷冻食品公司,1,宝马,30,1,6,0,0.00,1,1,1,0,171988361000,0,1385827200000,0,0,42,400000.0,50000.0
广东省 佛山,940000.00,160,1,9,20.00,110000.00,1,1,佛山**策划工作室,1,丰田,30,1,9,0,0.00,0,1,1,0,129911678000,0,1259596800000,0,0,33,140000.0,100000.0
广东省 广州,1000000.00,155,1,10,20.00,100000.00,1,1,广州**保险代理有限公司,1,马自达,30,1,10,0,0.00,3,1,1,0,190305381000,0,1291132800000,0,1,38,80000.0,20000.0
广东省 广州,1600000.00,182,0,5,18.00,300000.00,1,1,广州**服饰有限公司,1,梅赛德斯-奔驰,10,0,5,0,0.00,1,1,1,3,316535846000,0,1354291200000,0,1,47,800000.0,200000.0
广东省 佛山,180000.00,157,1,3,20.00,60000.00,-9,1,佛山**烟酒经营部,1,东风日产,30,1,3,0,0.00,1,1,1,0,474395392000,0,1385827200000,0,0,39,100000.0,20000.0
广东省 广州,605000.00,157,1,11,20.00,55000.00,1,1,广州**食品贸易公司,1,东风日产-轩逸,30,1,10,0,55916.67,1,1,1,0,348165081000,0,1259596800000,0,0,32,60000.0,10000.0
广东省 广州,100000.00,157,1,2,20.00,45000.00,-9,1,广州市**鞋材厂,1,起亚,30,1,2,0,0.00,1,1,1,0,203531556000,0,1354291200000,0,0,36,80000.0,20000.0
广东省 广州,130000.00,157,1,3,20.00,40000.00,1,1,广州**皮具公司,1,三菱,30,1,3,0,0.00,1,1,1,0,266690009000,0,1259596800000,0,0,27,60000.0,30000.0
广东省 广州,145000.00,157,1,5,20.00,30000.00,1,1,广州**生物科技公司,1,荣威,30,1,4,0,25416.67,1,1,1,0,48443671000,0,1259596800000,0,0,54,38000.0,18000.0
广东省 佛山,235000.00,157,1,7,20.00,30000.00,1,1,佛山**窗帘经营部,1,比亚迪,30,1,6,0,30500.00,1,1,1,0,90520550000,0,1354291200000,0,0,36,50000.0,6000.0
广东省 广州,2400000.00,176,0,6,20.00,400000.00,1,1,广州市**修理部,1,丰田,30,0,5,0,406666.67,1,1,1,0,122207382000,0,1259596800000,0,0,41,350000.0,150000.0
湖北省 武汉,520000.00,167,1,2,22.00,260000.00,1,1,武汉**酒店管理有限责任公司,1,奥迪,90,1,1,0,264333.33,1,1,1,2,82650564000,0,1196438400000,0,0,61,325000.0,100000.0
广东省 佛山,350000.00,157,1,4,20.00,110000.00,-9,1,佛山市**酒楼,1,本田,30,1,3,0,81333.33,1,1,1,0,74788484000,0,1354291200000,0,0,33,180000.0,60000.0
广东省 佛山,108000.00,157,1,2,20.00,54000.00,1,1,佛山**国有股份公司,1,奔驰精灵,30,1,2,0,0.00,1,1,1,0,230049617000,0,1322668800000,0,1,31,70000.0,-9
广东省 佛山,190164.00,150,1,5,20.00,36600.00,1,1,佛山**建筑设计院,1,北京现代,30,1,5,0,0.00,1,1,1,0,132676952000,0,1354291200000,0,0,33,42000.0,3200.0
广东省 佛山,320000.00,157,1,4,20.00,100000.00,-9,1,佛山**贸易有限公司,1,傲虎,30,1,3,0,61000.00,1,1,1,0,80152207000,0,1228060800000,0,0,32,130000.0,22000.0
广东省 佛山,160000.00,157,1,2,22.00,80000.00,-9,1,佛山**酒楼有限公司,1,起亚,90,1,1,0,81333.33,1,1,1,2,17080410000,0,1322668800000,0,0,28,100000.0,150000.0
广东省 广州,3500000.00,223,1,7,20.00,500000.00,1,1,广州**服饰有限公司,1,雷克萨斯,30,1,6,0,508333.33,1,1,1,0,161692184000,0,1291132800000,0,1,38,430000.0,200000.0
湖南省 长沙,500000.00,167,1,2,22.00,250000.00,1,1,长沙**事业单位,1,宝马,90,1,1,1,254166.67,1,1,1,2,379938689000,0,1322668800000,0,1,34,480000.0,18000.0
广东省 中山市,900000.00,192,0,2,18.00,450000.00,1,1,中山**电子有限公司,1,梅赛德斯-奔驰,15,0,2,0,0.00,1,1,1,3,69590112000,0,1354291200000,0,0,43,840000.0,350000.0
湖南省 长沙,220000.00,157,1,2,22.00,110000.00,1,1,长沙市**渔具店,1,奥迪,90,1,1,0,111833.33,1,1,1,2,64333821000,0,1322668800000,0,0,24,200000.0,30000.0
广东省 广州,75000.00,157,0,1,22.00,75000.00,1,1,广州**妇婴用品店,1,本田思威,90,0,1,0,0.00,1,1,1,2,201105203000,0,1385827200000,0,0,35,155000.0,40000.0
广东省 惠州,40000.00,152,0,1,22.00,40000.00,1,1,惠州**事业单位,1,锋范,90,1,1,1,0.00,3,1,1,2,522081283000,0,1354291200000,0,0,39,70000.0,40000.0
广东省 佛山,450000.00,162,0,5,20.00,90000.00,1,1,佛山**皮革店,1,凯迪拉克,30,1,4,0,91500.00,1,1,1,0,190658245000,0,1385827200000,0,0,51,240000.0,150000.0
广东省 佛山,300000.00,157,1,2,20.00,150000.00,1,1,佛山**幼儿园,1,英菲尼迪,30,1,2,0,0.00,0,1,1,0,364487344000,0,1291132800000,0,1,35,170000.0,6000.0
湖南省 长沙,150000.00,157,1,1,22.00,150000.00,-9,1,长沙**装修工程公司,1,别克,90,1,1,0,0.00,1,1,1,2,64506640000,0,1417363200000,0,0,46,190000.0,40000.0
广东省 佛山,1545000.00,160,1,11,20.00,110000.00,1,1,佛山**房产投资公司,1,奥迪,30,1,10,0,96583.33,1,1,1,0,51460306000,0,1259596800000,0,1,52,240000.0,12000.0
广东省 佛山,700000.00,160,1,7,20.00,100000.00,1,1,佛山市**咖啡店,1,丰田,30,1,7,0,0.00,0,1,1,0,146154771000,0,1385827200000,0,1,24,180000.0,6500.0
广东省 佛山,800000.00,152,1,8,20.00,90000.00,1,1,佛山**家具有限公司,1,福特,30,1,7,0,91500.00,0,1,1,0,104078055000,0,1385827200000,0,1,27,130000.0,18000.0
广东省 东莞市,70000.00,157,1,1,22.00,70000.00,1,1,东莞**机械经营部,1,东风日产,90,1,1,0,0.00,1,1,1,2,253895717000,0,1354291200000,0,0,26,85000.0,13000.0
广东省 佛山,275000.00,157,1,5,20.00,55000.00,-9,1,佛山**家具有限公司,1,丰田,30,1,4,0,55916.67,1,1,1,0,75047791000,0,1196438400000,0,0,41,70000.0,50000.0
湖南省 长沙,90000.00,157,1,2,22.00,50000.00,1,1,长沙市**宾馆,1,起亚,90,1,1,0,40666.67,1,1,1,2,32971126000,0,1354291200000,0,1,29,125000.0,13000.0
广东省 惠州,70000.00,157,1,2,22.00,35000.00,1,1,惠州市**电子厂,1,骊威,90,1,1,0,35583.33,1,1,1,2,22603177000,0,1196438400000,0,1,33,38000.0,40000.0
广东省 广州,1200000.00,172,0,6,20.00,200000.00,1,1,广州**国际物流公司,1,宝马,30,0,6,0,0.00,1,1,1,0,474978572000,0,1322668800000,0,1,43,280000.0,100000.0
广东省 佛山,660000.00,152,1,5,20.00,140000.00,1,1,佛山**海鲜店,1,傲虎,30,1,4,0,101666.67,1,1,1,0,469794652000,0,1291132800000,0,0,35,160000.0,60000.0
广东省 佛山,600000.00,152,0,4,20.00,150000.00,1,1,佛山**咨询服务部,1,宝马,30,0,4,0,0.00,3,1,1,0,56903350000,0,1385827200000,0,0,29,270000.0,30000.0
广东省 广州,1480000.00,150,1,12,20.00,110000.00,1,1,广州**服装公司,1,克莱斯勒,30,1,11,0,111833.33,1,1,1,0,167322620000,0,1228060800000,0,0,43,110000.0,130000.0
广东省 佛山,440000.00,155,1,8,20.00,40000.00,1,1,佛山**家具公司,1,丰田,30,1,8,0,0.00,1,1,1,0,372522719000,0,1196438400000,0,1,46,100000.0,150000.0
广东省 佛山,520000.00,152,0,4,18.00,110000.00,-9,1,佛山**五金工具经营部,1,宝马,15,0,4,0,0.00,0,1,1,3,33143693000,0,1385827200000,0,0,29,250000.0,50000.0
广东省 佛山,320000.00,162,0,4,20.00,80000.00,1,1,佛山**家具厂,1,东风雪铁龙,30,1,4,0,0.00,1,1,1,0,85854594000,0,1354291200000,0,0,39,120000.0,100000.0
广东省 广州,280000.00,162,1,7,20.00,50000.00,1,1,广州**机关事业单位,1,丰田,30,1,6,0,30500.00,1,1,1,0,159381076000,0,1354291200000,0,0,28,70000.0,4500.0
广东省 佛山,295000.00,162,1,9,20.00,30000.00,1,1,佛山**纺织品有限公司,1,本田,30,1,8,0,30500.00,1,1,1,0,151605146000,0,1228060800000,0,0,35,45000.0,20000.0
广东省 肇庆,81000.00,157,1,3,20.00,27000.00,1,1,肇庆**事业单位,1,北京现代,30,1,3,0,0.00,1,1,1,0,59668682000,0,1259596800000,0,0,27,50000.0,7800.0
广东省 广州,100000.00,157,0,2,18.00,50000.00,1,1,广州**贸易有限公司,1,本田思铂睿,15,0,1,0,50375.00,1,1,1,3,-811416000,0,1259596800000,0,0,41,105000.0,20000.0
广东省 广州,50000.00,157,1,1,22.00,50000.00,1,1,广州**建筑工程有限公司,1,丰田,90,1,1,0,0.00,1,1,1,0,154621979000,0,1291132800000,0,0,40,55000.0,18000.0
广东省 东莞市,350000.00,167,1,2,22.00,200000.00,1,1,东莞**货物运输有限公司,1,途锐,90,1,1,0,152500.00,0,1,1,2,54743368000,0,1196438400000,0,0,39,230000.0,150000.0
广东省 肇庆,1080000.00,162,0,6,20.00,180000.00,1,1,高要市**五金厂,1,宝马,30,0,5,0,183000.00,1,1,1,0,165076357000,0,1228060800000,0,0,38,170000.0,100000.0
广东省 佛山,630000.00,152,0,7,20.00,90000.00,1,1,佛山***加工厂,1,丰田,30,0,7,0,0.00,1,1,1,0,67790045000,0,1385827200000,0,1,29,180000.0,100000.0
